Timestamp,Date,USDT,KUSD,USDTZ,UUSD,EURL,VEUR,Total
1704844800,2024-01-10,39719098,1155610,293248,12526175,3006847,,56700978
1704931200,2024-01-11,39817708,1171567,290895,12413588,3006847,,56700605
1705017600,2024-01-12,39777930,1328188,295262,12400395,2856012,,56657787
1705104000,2024-01-13,39760865,1450913,290224,12286308,2851215,,56639525
1705190400,2024-01-14,39767946,1467677,296442,12495272,2851215,,56878552
1705276800,2024-01-15,39817708,1547830,296147,12450268,2851215,,56963168
1705363200,2024-01-16,39744755,1548099,302932,12417853,2846347,,56859986
1705449600,2024-01-17,39764366,1559060,298507,12439994,2846347,,56908274
1705536000,2024-01-18,39737396,1571894,293951,12458107,2829817,,56891165
1705622400,2024-01-19,39732384,1566332,294193,12454088,2829817,,56876814
1705708800,2024-01-20,39723872,1563884,291953,12439451,2829817,,56848977
1705795200,2024-01-21,39754342,1566019,291396,12454722,2835751,,56902230
1705881600,2024-01-22,39731032,1580043,291138,12421007,2828964,,56852184
1705968000,2024-01-23,39777930,1583299,288390,12437704,2828964,,56916287
1706054400,2024-01-24,39817708,1508325,294234,12483896,2828964,,56933127
1706140800,2024-01-25,39765957,1500320,290854,12459886,2829700,,56846717
1706227200,2024-01-26,39777930,1498267,289790,12398443,2829700,,56794130
1706313600,2024-01-27,39754461,1512439,297032,12499076,2825101,,56888109
1706400000,2024-01-28,39755654,1530279,295852,12471295,2825101,,56878181
1706486400,2024-01-29,39776617,1526057,291841,12457629,2825101,,56877245
1706572800,2024-01-30,39777930,1552520,297622,12568776,2817388,,57014236
1706659200,2024-01-31,39758677,1506148,287707,12384954,2817388,,56754874
1706745600,2024-02-01,39692686,1532631,290161,12538560,2827909,,56881947
1706832000,2024-02-02,39817708,1539199,294564,12540933,2827909,,57020313
1706918400,2024-02-03,39771327,1528496,296147,12555843,2827909,,56979722
1707004800,2024-02-04,39743522,1509556,293287,12468954,2808191,,56823510
1707091200,2024-02-05,39762536,1512686,289368,12421442,2808191,,56794223
1707177600,2024-02-06,39712296,1517937,289622,12472036,2797412,,56789303
1707264000,2024-02-07,39741692,1521594,289366,12490560,2797412,,56840624
1707350400,2024-02-08,39817708,1536014,294967,12568452,2797412,,57014553
1707436800,2024-02-09,39817708,1504861,295852,12558332,2802770,,56979523
1707523200,2024-02-10,39777930,1495198,294936,12489518,2804556,,56862138
1707609600,2024-02-11,39817708,1491331,294209,12474093,2804556,,56881897
1707696000,2024-02-12,39817708,1494666,294967,12558177,2804556,,56970074
1707782400,2024-02-13,39770651,1454787,296737,12623262,2801258,,56946695
1707868800,2024-02-14,39777930,1451941,294967,12550991,2801258,,56877087
1707955200,2024-02-15,39937042,1431274,296442,12609201,2963088,,57237047
1708041600,2024-02-16,39765877,1419776,297032,12563975,2963088,,57009748
1708128000,2024-02-17,39817708,1442405,298212,12558893,2963088,,57080306
1708214400,2024-02-18,39817708,1425686,296442,12586327,2964215,,57090378
1708300800,2024-02-19,39773873,1419531,295852,12563613,2963905,,57016774
1708387200,2024-02-20,39766633,1427288,297622,12604293,2963905,,57059741
1708473600,2024-02-21,39770730,1422951,298802,12619962,2963905,,57076350
1708560000,2024-02-22,39730634,1419591,295852,12647990,2976163,,57070230
1708646400,2024-02-23,39745710,1481628,314435,12554162,2976163,,57072098
1708732800,2024-02-24,39777930,1479623,299982,12544042,2979500,,57081077
1708819200,2024-02-25,39753109,1492673,309126,12606069,2979500,,57140477
1708905600,2024-02-26,39774310,1476889,306176,12518478,2979500,,57055353
1708992000,2024-02-27,39765838,1495065,308536,12636761,2984401,,57190601
1709078400,2024-02-28,39777930,1435778,302637,12631349,2981156,,57128850
1709164800,2024-02-29,39761343,1350372,317090,12937884,2981156,,57347845
1709251200,2024-03-01,39817708,1275276,305586,12674956,2981156,,57054682
1709337600,2024-03-02,39817708,1275626,313845,12630666,2983054,,57020899
1709424000,2024-03-03,39777930,1455607,330364,12629140,2983054,,57176095
1709510400,2024-03-04,39857486,1457156,304111,12568941,2985379,,57173073
1709596800,2024-03-05,39857486,1431824,294267,12387309,2442686,,56413572
1709683200,2024-03-06,39817708,1485559,302342,12925593,1899994,,56431196
1709769600,2024-03-07,39726736,1477537,303816,12741395,1907811,1090,56158385
1709856000,2024-03-08,39857486,1473497,313255,12681364,1907811,1090,56234503
1709942400,2024-03-09,39857486,1475648,297917,12656543,1915688,1094,56204376
1710028800,2024-03-10,39857486,1476489,294513,12700904,1915688,1094,56246174
1710115200,2024-03-11,39777930,1485830,296737,12693631,1915688,1094,56170910
1710201600,2024-03-12,39754103,1486758,293949,12684227,1913437,1085,56133559
1710288000,2024-03-13,39817708,1487476,291900,12763940,1913437,1081,56275542
1710374400,2024-03-14,39817708,1494506,294113,12780032,1905103,1090,56292552
1710460800,2024-03-15,39857486,1503402,297622,10476794,1905103,1085,54041492
1710547200,2024-03-16,39857486,1405833,298802,10450006,1905103,1082,53918312
1710633600,2024-03-17,39817708,1401487,293393,10344936,1906371,1088,53764983
1710720000,2024-03-18,39764684,1379231,293677,10332737,1903417,1073,53674819
1710806400,2024-03-19,39777930,1315824,294784,10418853,1903417,1084,53711892
1710892800,2024-03-20,39897264,1299341,297032,10559257,1903417,1081,53957392
1710979200,2024-03-21,39777930,1287457,293067,10400162,1914647,1080,53674343
1711065600,2024-03-22,39817708,1297052,295557,10410098,1914647,1080,53736142
1711152000,2024-03-23,39756132,1346432,296147,10422160,1900782,1079,53722732
1711238400,2024-03-24,39817708,1329882,292836,10347982,1900782,1087,53690277
1711324800,2024-03-25,39727929,1344588,296147,10393067,1900782,1079,53663592
1711411200,2024-03-26,39777930,1348616,295262,11448151,1897053,1086,54768098
1711497600,2024-03-27,39774867,1373399,299982,11598509,1897053,1080,54944890
1711584000,2024-03-28,39817708,1371404,297917,11612743,1889000,1081,54989853
1711670400,2024-03-29,39777930,1356604,295262,11471809,1565269,1078,54467952
1711756800,2024-03-30,39769616,1372193,296737,11511948,1565269,1079,54516842
1711843200,2024-03-31,39817708,1364647,294146,11429396,1566582,1082,54473561
1711929600,2024-04-01,39777930,1367830,296442,11472494,1566582,1080,54482358
1712016000,2024-04-02,39755813,1355669,295262,11474694,1561952,1069,54444459
1712102400,2024-04-03,39739942,1328587,286552,11332775,1561952,1067,54250875
1712188800,2024-04-04,39817708,1301297,294036,11489014,1561952,1078,54465085
1712275200,2024-04-05,39777850,1292676,296737,11513969,1571860,1084,54454176
1712361600,2024-04-06,39817708,1295983,295557,11524247,1572896,1080,54507471
1712448000,2024-04-07,39777930,1289521,295262,11492221,1572896,1075,54428905
1712534400,2024-04-08,39754103,1294807,292990,11457481,1572896,1069,54373346
1712620800,2024-04-09,39745511,1299828,296737,11522202,1575517,1075,54440870
1712707200,2024-04-10,39759751,1282224,293097,11311241,1575517,1081,54222911
1712793600,2024-04-11,39761064,1279846,296147,11467469,1555856,1071,54361453
1712880000,2024-04-12,39817708,1283580,296442,11536963,1555856,1072,54491621
1712966400,2024-04-13,39817708,1267221,269953,11534209,1555856,1064,54446011
1713052800,2024-04-14,39768264,1177437,238211,11481600,1545990,1072,54212574
1713139200,2024-04-15,39777930,1218711,287983,11533518,1545990,1073,54365205
1713225600,2024-04-16,39817708,1197673,276387,11469662,1540611,1059,54303100
1713312000,2024-04-17,39817708,1193061,285336,11410404,1540611,1063,54248183
1713398400,2024-04-18,39757683,1174051,266841,11339942,1540611,1067,54080195
1713484800,2024-04-19,39817708,1188042,275630,11453720,1224476,1067,53960643
1713571200,2024-04-20,39777930,1199860,277316,11469981,1224476,1067,53950630
1713657600,2024-04-21,39777930,1213189,280527,11610019,1226209,1063,54108937
1713744000,2024-04-22,37256943,1197988,275963,11534155,1226209,1067,51492325
1713830400,2024-04-23,37277930,1201737,279920,11417293,1226209,1069,51404158
1713916800,2024-04-24,37262236,1205124,275679,11498679,1231354,1070,51474142
1714003200,2024-04-25,37273606,1203537,277211,11429070,1234167,1064,51418655
1714089600,2024-04-26,37267604,1187277,274282,11486218,1234167,1073,51450621
1714176000,2024-04-27,37232861,1184454,273469,11489566,1208851,1063,51390264
1714262400,2024-04-28,37243336,1195850,277102,11497524,1205416,1067,51420295
1714348800,2024-04-29,37250270,1183072,273993,11441063,1205416,1069,51354883
1714435200,2024-04-30,37248443,1172526,280527,11453465,1201998,1067,51358026
1714521600,2024-05-01,37269244,1154373,279695,11369863,1201998,1066,51276239
1714608000,2024-05-02,37230363,1157253,280247,11598006,135380,1064,50402313
1714694400,2024-05-03,37269617,1154882,279006,11544602,136193,1077,50385377
1714780800,2024-05-04,37315208,1166126,281647,11549023,136677,1080,50449761
1714867200,2024-05-05,37315208,1153155,277230,11526123,136677,1078,50409471
1714953600,2024-05-06,37277930,1157630,279853,11356874,136677,1080,50210044
1715040000,2024-05-07,37315208,1155371,278758,11490347,136705,1084,50377473
1715126400,2024-05-08,37276290,1140562,275400,11391408,136705,1081,50221446
1715212800,2024-05-09,37261900,1166825,280247,11699045,136848,1079,50545944
1715299200,2024-05-10,37276886,1160081,281647,11745367,136848,1080,50601909
1715385600,2024-05-11,37249599,1156334,279020,11711874,136848,1078,50534753
1715472000,2024-05-12,37277930,1148793,279481,11526151,136809,1079,50370243
1715558400,2024-05-13,37272935,1145500,276748,11573313,136979,1075,50406550
1715644800,2024-05-14,37277930,1157018,278740,11610351,136979,1079,50462097
1715731200,2024-05-15,37270959,1146770,276004,11569508,136979,1082,50401302
1715817600,2024-05-16,37277930,1156815,279967,11593711,138200,1084,50447707
1715904000,2024-05-17,37277930,1162597,280807,11682743,29317,1085,50434479
1715990400,2024-05-18,37273792,1150946,277767,11589739,29293,1084,50322621
1716076800,2024-05-19,37276737,1166678,281927,11797519,29293,1086,50553240
1716163200,2024-05-20,37277930,1152346,277541,11569432,29293,1084,50307626
1716249600,2024-05-21,37276141,1176488,283607,11694835,29242,1082,50461395
1716336000,2024-05-22,37273270,1164101,278089,11657356,29242,1081,50403139
1716422400,2024-05-23,37271630,1167133,279707,11667240,29110,1082,50415902
1716508800,2024-05-24,37271816,1168507,282207,11774669,29110,1080,50527389
1716595200,2024-05-25,37265516,1175143,282487,11828375,29110,1084,50581715
1716681600,2024-05-26,37277930,1157444,279476,11733365,29210,1084,50478509
1716768000,2024-05-27,37267977,1163356,279029,11617894,29210,1085,50358551
1716854400,2024-05-28,37242777,1162803,279967,11632900,29217,1083,50348747
1716940800,2024-05-29,37223579,1158710,278516,11620545,29217,,50310567
1717027200,2024-05-30,37232749,1157919,277651,11632392,29217,,50329928
1717113600,2024-05-31,37254892,1161031,279353,11708977,29164,,50433417
1717200000,2024-06-01,37247437,1181396,281647,11682718,29231,,50422429
1717286400,2024-06-02,37248480,1165104,278605,11669600,29231,,50391020
1717372800,2024-06-03,37270400,1158369,279144,11754697,29231,,50491841
1717459200,2024-06-04,37277930,1168900,281087,11756951,29367,,50514235
1717545600,2024-06-05,37275060,1144502,279352,11783724,29367,,50512005
1717632000,2024-06-06,37277930,1160357,278141,11785973,29326,,50531727
1717718400,2024-06-07,37276402,1154420,271668,11776408,29326,,50508224
1717804800,2024-06-08,37273941,1140370,265274,11726083,29326,,50434994
1717891200,2024-06-09,37270325,1141673,267048,11726192,29099,,50434337
1717977600,2024-06-10,37260708,1147276,271071,11728756,29099,,50436910
1718064000,2024-06-11,37274910,1172239,267632,11731044,28918,,50474743
1718150400,2024-06-12,37275022,1014940,239623,11728016,28918,,50286519
1718236800,2024-06-13,37256532,1141454,270666,11703366,28918,,50400936
1718323200,2024-06-14,37246915,1147366,273014,11730066,28911,,50426272
1718409600,2024-06-15,37266635,1141756,271704,11729919,28911,,50438925
1718496000,2024-06-16,37255526,1149109,279967,11734506,28816,,50447924
1718582400,2024-06-17,37276476,1134801,261905,11713780,28816,,50415778
1718668800,2024-06-18,37267753,1169493,280247,11684534,28816,,50430843
1718755200,2024-06-19,37248182,1137357,267217,11652075,28914,,50333745
1718841600,2024-06-20,37246020,1125903,266719,11628092,28826,,50295560
1718928000,2024-06-21,37252581,1137235,265353,11653823,28826,,50337818
1719014400,2024-06-22,37266038,1130007,264589,11630209,28826,,50319669
1719100800,2024-06-23,37245051,1128003,262768,11652843,28790,,50317455
1719187200,2024-06-24,37234128,1151906,273581,11654709,28790,,50343114
1719273600,2024-06-25,37277930,1187387,273180,11635327,28835,,50402659
1719360000,2024-06-26,37259105,1226104,270029,11636071,28835,,50420144
1719446400,2024-06-27,37233457,1224810,268098,11638271,28835,,50393471
1719532800,2024-06-28,37210792,1240344,267535,11658414,28831,,50405916
1719619200,2024-06-29,37218844,1236436,267299,11642735,28831,,50394145
1719705600,2024-06-30,37230923,1260347,275120,11716264,28905,,50511559
1719792000,2024-07-01,37246542,1220739,269871,11671840,28905,,50437897
1719878400,2024-07-02,37237409,1237168,273536,11681016,28905,,50458034
1719964800,2024-07-03,37250195,1229339,264940,11686303,28939,,50459716
1720051200,2024-07-04,37228164,1217125,265027,11676555,23550,,50410421
1720137600,2024-07-05,37315208,1230645,269546,11629013,23768,,50468180
1720224000,2024-07-06,37277930,1219027,275393,11497869,23768,,50293987
1720310400,2024-07-07,37261304,1202919,265503,11524571,23768,,50278065
1720396800,2024-07-08,37264845,1216486,274827,11529332,23720,,50309210
1720483200,2024-07-09,37248630,1211674,276817,11529617,23696,,50290434
1720569600,2024-07-10,37276812,1210344,272465,11504043,23696,,50287360
1720656000,2024-07-11,37277930,1202198,271790,11530581,23696,,50306195
1720742400,2024-07-12,37277930,1223309,276542,11532034,23825,,50333640
1720828800,2024-07-13,37389764,1219729,277369,11530265,23825,,50440952
1720915200,2024-07-14,37277930,1200900,276817,11520329,23852,,50299828
1721001600,2024-07-15,37315208,1224275,278196,11534702,23852,,50376233
1721088000,2024-07-16,37315208,1207376,274010,11520282,23852,,50340728
1721174400,2024-07-17,37277930,1201246,274036,11546130,23888,,50323230
1721260800,2024-07-18,37271593,1210307,274910,11525089,23884,,50305783
1721347200,2024-07-19,37277930,1195991,272667,11548881,23884,,50319353
1721433600,2024-07-20,37389764,1212910,275714,11525728,23884,,50428000
1721520000,2024-07-21,37275880,1233305,279850,11526794,23864,,50339693
1721606400,2024-07-22,37315208,1199213,272205,11561670,23864,,50372160
1721692800,2024-07-23,37277930,1216299,269116,11475418,23773,,50262536
1721779200,2024-07-24,37265516,1186542,264021,11565134,23773,,50304986
1721865600,2024-07-25,37268499,1240699,271095,11567041,23773,,50371107
1721952000,2024-07-26,37271183,1170617,272508,11569859,23777,,50307944
1722038400,2024-07-27,37259738,1167270,269313,11540386,23821,,50260528
1722124800,2024-07-28,37274538,1160948,260796,11550849,23821,,50270952
1722211200,2024-07-29,37274426,1153801,253861,11551349,23821,5,50257263
1722297600,2024-07-30,37277930,1168440,253418,11577132,23706,5,50300631
1722384000,2024-07-31,37277930,1145343,249225,11554206,23706,5,50250415
1722470400,2024-08-01,37315208,1165114,274062,11576223,23634,5,50354246
1722556800,2024-08-02,37315208,1164999,274062,11578443,23634,2173,50358519
1722643200,2024-08-03,37315208,1165718,274062,11580663,23634,2173,50361458
1722729600,2024-08-04,37315208,1164998,274062,11582883,23919,2200,50363270
1722816000,2024-08-05,37315208,1160482,274062,11585213,23919,2200,50361084
1722902400,2024-08-06,37315208,1128369,271697,11394802,18693,2202,50130971
1722988800,2024-08-07,37270959,1061878,270464,11443196,18693,2202,50067392
1723075200,2024-08-08,37501598,1070841,277093,11445854,18693,2202,50316281
1723161600,2024-08-09,37315208,1070318,274432,11332661,18674,2199,50013492
1723248000,2024-08-10,37277930,1062381,275990,11391320,18674,2199,50028494
1723334400,2024-08-11,37215117,1066888,267360,11408059,18670,2199,49978293
1723420800,2024-08-12,37315208,1069833,271379,11411548,18670,2199,50088837
1723507200,2024-08-13,37277930,1068068,275714,11342909,18670,2199,49985490
1723593600,2024-08-14,37277930,1067682,269616,11323406,18813,2216,49959663
1723680000,2024-08-15,37315208,1067166,265601,11324166,18773,2211,49993125
1723766400,2024-08-16,37274761,1071742,271229,11349925,18773,2211,49988641
1723852800,2024-08-17,37277930,1071078,272037,11354284,18773,2211,49996313
1723939200,2024-08-18,37277930,1071755,273997,11331836,18874,2223,49976615
1724025600,2024-08-19,37277930,1070357,273233,11352832,18874,2223,49995449
1724112000,2024-08-20,37277930,1070224,273024,11359738,19038,2242,50002196
1724198400,2024-08-21,37273457,1069092,275007,11197328,19038,2242,49836164
1724284800,2024-08-22,37266262,1071098,274884,11174204,19038,2242,49807728
1724371200,2024-08-23,37277930,1072296,279299,11177322,19019,2240,49828106
1724457600,2024-08-24,37250904,1069145,277644,11162694,19019,2240,49781646
1724544000,2024-08-25,37315208,1069991,275714,11164630,19144,2255,49846942
1724630400,2024-08-26,37272338,1068136,269821,11168213,19144,2255,49799907
1724716800,2024-08-27,37256048,1071427,269162,11161201,19144,2255,49779237
1724803200,2024-08-28,37315208,1068135,275658,11161168,19123,2252,49841544
1724889600,2024-08-29,37273270,1068723,268455,11164460,19123,2252,49796283
1724976000,2024-08-30,37274053,1065460,274272,11195241,18924,2229,49830179
1725062400,2024-08-31,37277930,1065318,264028,11164434,18924,2229,49792863
1725148800,2024-09-01,37219366,1064493,261501,11188238,18924,2229,49754751
1725235200,2024-09-02,37315208,1063735,263368,11185801,18896,2226,49849234
1725321600,2024-09-03,37264435,1066634,257625,11210243,18902,2226,49820065
1725408000,2024-09-04,37276849,1059504,260423,11183310,18902,2226,49801214
1725494400,2024-09-05,37275209,1054403,255361,11208018,18902,2226,49814119
1725580800,2024-09-06,37271928,1062805,247557,11215065,19011,2239,49818605
1725667200,2024-09-07,37265144,1054746,257202,11164546,19011,2239,49762888
1725753600,2024-09-08,37251761,1055759,257371,11214996,18968,2234,49801089
1725840000,2024-09-09,37277930,1049953,260129,11218683,18968,2234,49827897
1725926400,2024-09-10,37315208,1054472,264596,11154296,18968,2234,49809774
1726012800,2024-09-11,37277930,1051047,257016,11204704,18854,2221,49811772
1726099200,2024-09-12,37272189,1055701,258127,11200628,18854,2221,49807720
1726185600,2024-09-13,37274650,1052458,260944,11202776,18970,2234,49812032
1726272000,2024-09-14,37277930,1054378,266484,11204941,18970,2234,49824937
1726358400,2024-09-15,37277930,1044419,262744,11208546,18970,2234,49814843
1726444800,2024-09-16,37315208,1051511,257945,11211894,18970,2234,49857762
1726531200,2024-09-17,37265852,1052586,258093,11237788,18970,2234,49835523
1726617600,2024-09-18,37273829.43,1051500.74,229189.3,11215686.57,19041.16,2242.56,49791489.76